-0.240000	4.931818	0.000000
-0.240000	5.090909	0.000000
-0.240000	5.250000	0.000000
-0.240000	5.409091	0.000000
-0.240000	5.568182	0.000000
-0.240000	5.727273	0.000000
-0.240000	5.886364	0.000000
-0.240000	6.045455	0.000000
-0.240000	6.204545	0.000000
-0.240000	6.363636	0.000000
-0.240000	6.522727	0.000000
-0.240000	6.681818	0.000000
-0.240000	6.840909	0.000000
-0.240000	7.000000	0.000000
-0.240000	7.159091	0.000000
-0.240000	7.318182	0.000000
-0.240000	7.477273	0.000000
-0.240000	7.636364	0.000000
-0.240000	7.795455	0.000000
-0.240000	7.954545	0.000000
-0.240000	8.113636	0.000000
-0.240000	8.272727	0.000000
-0.240000	8.431818	0.000000
-0.240000	8.590909	0.000000
-0.240000	8.750000	0.000000
-0.240000	8.909091	0.000000
-0.240000	9.068182	0.000000
-0.240000	9.227273	0.000000
-0.240000	9.386364	0.000000
-0.240000	9.545455	0.000000
-0.240000	9.704545	0.000000
-0.240000	9.863636	0.000000
-0.240000	10.022727	0.000000
-0.240000	10.181818	0.000000
-0.240000	10.340909	0.000000
-0.240000	10.500000	0.000000
-0.080000	0.000000	0.000000
-0.080000	0.159091	0.000000
-0.080000	0.318182	0.000000
-0.080000	0.477273	0.000000
-0.080000	0.636364	0.000000
-0.080000	0.795455	0.000000
-0.080000	0.954545	0.000000
-0.080000	1.113636	0.000000
-0.080000	1.272727	0.000000
-0.080000	1.431818	0.000000
-0.080000	1.590909	0.000000
-0.080000	1.750000	0.000000
-0.080000	1.909091	0.000000
-0.080000	2.068182	0.000000
-0.080000	2.227273	0.000000
-0.080000	2.386364	0.000000
-0.080000	2.545455	0.000000
-0.080000	2.704545	0.000000
-0.080000	2.863636	0.000000
-0.080000	3.022727	0.000000
-0.080000	3.181818	0.000000
-0.080000	3.340909	0.000000
-0.080000	3.500000	0.000000
-0.080000	3.659091	0.000000
-0.080000	3.818182	0.000000
-0.080000	3.977273	0.000000
-0.080000	4.136364	0.000000
-0.080000	4.295455	0.000000
-0.080000	4.454545	0.000000
-0.080000	4.613636	0.000000
-0.080000	4.772727	0.000000
-0.080000	4.931818	0.000000
-0.080000	5.090909	0.000000
-0.080000	5.250000	0.000000
-0.080000	5.409091	0.000000
-0.080000	5.568182	0.000000
-0.080000	5.727273	0.000000
-0.080000	5.886364	0.000000
-0.080000	6.045455	0.000000
-0.080000	6.204545	0.000000
-0.080000	6.363636	0.000000
-0.080000	6.522727	0.000000
-0.080000	6.681818	0.000000
-0.080000	6.840909	0.000000
-0.080000	7.000000	0.000000
-0.080000	7.159091	0.000000
-0.080000	7.318182	0.000000
-0.080000	7.477273	0.000000
-0.080000	7.636364	0.000000
-0.080000	7.795455	0.000000
-0.080000	7.954545	0.000000
-0.080000	8.113636	0.000000
-0.080000	8.272727	0.000000
-0.080000	8.431818	0.000000
-0.080000	8.590909	0.000000
-0.080000	8.750000	0.000000
-0.080000	8.909091	0.000000
-0.080000	9.068182	0.000000
-0.080000	9.227273	0.000000
-0.080000	9.386364	0.000000
-0.080000	9.545455	0.000000
-0.080000	9.704545	0.000000
-0.080000	9.863636	0.000000
-0.080000	10.022727	0.000000
-0.080000	10.181818	0.000000
-0.080000	10.340909	0.000000
-0.080000	10.500000	0.000000
0.080000	0.000000	0.000000
0.080000	0.159091	0.000000
0.080000	0.318182	0.000000
0.080000	0.477273	0.000000
0.080000	0.636364	0.000000
0.080000	0.795455	0.000000
0.080000	0.954545	0.000000
0.080000	1.113636	0.000000
0.080000	1.272727	0.000000
0.080000	1.431818	0.000000
0.080000	1.590909	0.000000
0.080000	1.750000	0.000000
0.080000	1.909091	0.000000
0.080000	2.068182	0.000000
0.080000	2.227273	0.000000
0.080000	2.386364	0.000000
0.080000	2.545455	0.000000
0.080000	2.704545	0.000000
0.080000	2.863636	0.000000
0.080000	3.022727	0.000000
0.080000	3.181818	0.000000
0.080000	3.340909	0.000000
0.080000	3.500000	0.000000
0.080000	3.659091	0.000000
0.080000	3.818182	0.000000
0.080000	3.977273	0.000000
0.080000	4.136364	0.000000
0.080000	4.295455	0.000000
0.080000	4.454545	0.000000
0.080000	4.613636	0.000000
0.080000	4.772727	0.000000
0.080000	4.931818	0.000000
0.080000	5.090909	0.000000
0.080000	5.250000	0.000000
0.080000	5.409091	0.000000
0.080000	5.568182	0.000000
0.080000	5.727273	0.000000
0.080000	5.886364	0.000000
0.080000	6.045455	0.000000
0.080000	6.204545	0.000000
0.080000	6.363636	0.000000
0.080000	6.522727	0.000000
0.080000	6.681818	0.000000
0.080000	6.840909	0.000000
0.080000	7.000000	0.000000
0.080000	7.159091	0.000000
0.080000	7.318182	0.000000
0.080000	7.477273	0.000000
0.080000	7.636364	0.000000
0.080000	7.795455	0.000000
0.080000	7.954545	0.000000
0.080000	8.113636	0.000000
0.080000	8.272727	0.000000
0.080000	8.431818	0.000000
0.080000	8.590909	0.000000
0.080000	8.750000	0.000000
0.080000	8.909091	0.000000
0.080000	9.068182	0.000000
0.080000	9.227273	0.000000
0.080000	9.386364	0.000000
0.080000	9.545455	0.000000
0.080000	9.704545	0.000000
0.080000	9.863636	0.000000
0.080000	10.022727	0.000000
0.080000	10.181818	0.000000
0.080000	10.340909	0.000000
0.080000	10.500000	0.000000
0.240000	0.000000	0.000000
0.240000	0.159091	0.000000
0.240000	0.318182	0.000000
0.240000	0.477273	0.000000
0.240000	0.636364	0.000000
0.240000	0.795455	0.000000
0.240000	0.954545	0.000000
0.240000	1.113636	0.000000
0.240000	1.272727	0.000000
0.240000	1.431818	0.000000
0.240000	1.590909	0.000000
0.240000	1.750000	0.000000
0.240000	1.909091	0.000000
0.240000	2.068182	0.000000
0.240000	2.227273	0.000000
0.240000	2.386364	0.000000
0.240000	2.545455	0.000000
0.240000	2.704545	0.000000
0.240000	2.863636	0.000000
0.240000	3.022727	0.000000
0.240000	3.181818	0.000000
0.240000	3.340909	0.000000
0.240000	3.500000	0.000000
0.240000	3.659091	0.000000
0.240000	3.818182	0.000000
0.240000	3.977273	0.000000
0.240000	4.136364	0.000000
0.240000	4.295455	0.000000
0.240000	4.454545	0.000000
0.240000	4.613636	0.000000
0.240000	4.772727	0.000000
0.240000	4.931818	0.000000
0.240000	5.090909	0.000000
0.240000	5.250000	0.000000
0.240000	5.409091	0.000000
0.240000	5.568182	0.000000
0.240000	5.727273	0.000000
0.240000	5.886364	0.000000
0.240000	6.045455	0.000000
0.240000	6.204545	0.000000
0.240000	6.363636	0.000000
0.240000	6.522727	0.000000
0.240000	6.681818	0.000000
0.240000	6.840909	0.000000
0.240000	7.000000	0.000000
0.240000	7.159091	0.000000
0.240000	7.318182	0.000000
0.240000	7.477273	0.000000
0.240000	7.636364	0.000000
0.240000	7.795455	0.000000
0.240000	7.954545	0.000000
0.240000	8.113636	0.000000
0.240000	8.272727	0.000000
0.240000	8.431818	0.000000
0.240000	8.590909	0.000000
0.240000	8.750000	0.000000
0.240000	8.909091	0.000000
0.240000	9.068182	0.000000
0.240000	9.227273	0.000000
0.240000	9.386364	0.000000
0.240000	9.545455	0.000000
0.240000	9.704545	0.000000
0.240000	9.863636	0.000000
0.240000	10.022727	0.000000
0.240000	10.181818	0.000000
0.240000	10.340909	0.000000
0.240000	10.500000	0.000000
0.400000	0.000000	0.000000
0.400000	0.159091	0.000000
0.400000	0.318182	0.000000
0.400000	0.477273	0.000000
0.400000	0.636364	0.000000
0.400000	0.795455	0.000000
0.400000	0.954545	0.000000
0.400000	1.113636	0.000000
0.400000	1.272727	0.000000
0.400000	1.431818	0.000000
0.400000	1.590909	0.000000
0.400000	1.750000	0.000000
0.400000	1.909091	0.000000
0.400000	2.068182	0.000000
0.400000	2.227273	0.000000
0.400000	2.386364	0.000000
0.400000	2.545455	0.000000
0.400000	2.704545	0.000000
0.400000	2.863636	0.000000
0.400000	3.022727	0.000000
0.400000	3.181818	0.000000
0.400000	3.340909	0.000000
0.400000	3.500000	0.000000
0.400000	3.659091	0.000000
0.400000	3.818182	0.000000
0.400000	3.977273	0.000000
0.400000	4.136364	0.000000
0.400000	4.295455	0.000000
0.400000	4.454545	0.000000
0.400000	4.613636	0.000000
0.400000	4.772727	0.000000
0.400000	4.931818	0.000000
0.400000	5.090909	0.000000
0.400000	5.250000	0.000000
0.400000	5.409091	0.000000
0.400000	5.568182	0.000000
0.400000	5.727273	0.000000
0.400000	5.886364	0.000000
0.400000	6.045455	0.000000
0.400000	6.204545	0.000000
0.400000	6.363636	0.000000
0.400000	6.522727	0.000000
0.400000	6.681818	0.000000
0.400000	6.840909	0.000000
0.400000	7.000000	0.000000
0.400000	7.159091	0.000000
0.400000	7.318182	0.000000
0.400000	7.477273	0.000000
0.400000	7.636364	0.000000
0.400000	7.795455	0.000000
0.400000	7.954545	0.000000
0.400000	8.113636	0.000000
0.400000	8.272727	0.000000
0.400000	8.431818	0.000000
0.400000	8.590909	0.000000
0.400000	8.750000	0.000000
0.400000	8.909091	0.000000
0.400000	9.068182	0.000000
0.400000	9.227273	0.000000
0.400000	9.386364	0.000000
0.400000	9.545455	0.000000
0.400000	9.704545	0.000000
0.400000	9.863636	0.000000
0.400000	10.022727	0.000000
0.400000	10.181818	0.000000
0.400000	10.340909	0.000000
0.400000	10.500000	0.000000
